        vg_image_id,topname,altname,responses,domain
3937,building,house,"{'building': 17, 'house': 13}",buildings
3947,house,building,"{'house': 22, 'building': 5, 'home': 1}",buildings
3949,floor,carpet,"{'floor': 14, 'carpet': 12, 'rug': 2}",home
3960,house,building,"{'house': 20, 'building': 11, 'church': 2, 'home': 1}",buildings
3966,desk,table,"{'desk': 14, 'table': 7, 'easel': 4, 'wood': 2}",home
3977,restaurant,house,"{'restaurant': 13, 'house': 11, 'building': 8, 'cabin': 3}",buildings
3984,man,mechanic,"{'man': 22, 'boy': 2, 'mechanic': 2, 'person': 2}",people
3991,house,building,"{'house': 24, 'building': 5, 'home': 1}",buildings
3992,car,vehicle,"{'car': 30, 'vehicle': 4}",vehicles
3998,woman,ballerina,"{'woman': 14, 'ballerina': 6, 'person': 4, 'girl': 3, 'female': 1}",people
4011,woman,person,"{'woman': 17, 'person': 5, 'man': 4, 'worker': 3}",people
4053,counter,vanity,"{'counter': 7, 'vanity': 4, 'table': 2, 'bathroom counter': 2}",home
4062,bed,,{'bed': 31},home
4065,bed,,{'bed': 35},home
4069,bed,bad,"{'bed': 31, 'bad': 2}",home
4070,carpet,floor,"{'carpet': 19, 'floor': 13, 'rug': 1}",home
4072,bed,,{'bed': 35},home
4073,bed,,{'bed': 36},home
4075,bed,,{'bed': 36},home
4076,bed,,{'bed': 33},home
4077,dresser,cabinet,"{'dresser': 24, 'cabinet': 2, 'furniture': 1, 'bureau': 1, 'vanity': 1}",home
4078,rug,carpet,"{'rug': 20, 'carpet': 5, 'mat': 3, 'floor mat': 2}",home
4082,bed,,{'bed': 33},home
4090,bed,,{'bed': 31},home
4091,bed,,{'bed': 30},home
4092,bed,,{'bed': 34},home
4096,bed,,{'bed': 36},home
4105,table,,{'table': 31},home
4110,carpet,floor,"{'carpet': 12, 'floor': 6}",home
4113,couch,sofa,"{'couch': 20, 'sofa': 12}",home
4120,bridge,,{'bridge': 35},buildings
4145,table,poker table,"{'table': 30, 'poker table': 2}",home
4162,dresser,vanity,"{'dresser': 26, 'vanity': 3, 'table': 1}",home
4179,house,,{'house': 34},buildings
4180,house,building,"{'house': 31, 'building': 3, 'home': 1}",buildings
4193,rug,floor,"{'rug': 18, 'floor': 3, 'carpet': 3}",home
4194,table,dining table,"{'table': 30, 'dining table': 3}",home
4204,coat,jacket,"{'coat': 15, 'jacket': 9, 'shirt': 5, 'lab coat': 3}",clothing
4220,board,plank,"{'board': 9, 'plank': 5, 'wood': 2, 'platform': 2}",home
4228,woman,chef,"{'woman': 22, 'chef': 3}",people
4257,building,house,"{'building': 18, 'house': 12}",buildings
4259,bed,,{'bed': 35},home
4316,bridge,,{'bridge': 35},buildings
4318,couch,sofa,"{'couch': 21, 'sofa': 10}",home
4326,couch,sofa,"{'couch': 18, 'sofa': 10, 'futon': 4, 'furniture': 2, 'bed': 1}",home
4327,couch,sofa,"{'couch': 21, 'sofa': 10, 'loveseat': 2}",home
4336,rug,carpet,"{'rug': 18, 'carpet': 8, 'mat': 2}",home
4346,floor,carpet,"{'floor': 15, 'carpet': 6}",home
4356,desk,table,"{'desk': 27, 'table': 1}",home
4396,bridge,rope bridge,"{'bridge': 29, 'rope bridge': 2}",buildings
4406,couch,sofa,"{'couch': 21, 'sofa': 12}",home
4419,jacket,coat,"{'jacket': 27, 'coat': 3, 'sweater': 2}",clothing
4452,counter,countertop,"{'counter': 21, 'countertop': 4, 'furniture': 1}",home
4466,rug,carpet,"{'rug': 12, 'carpet': 9, 'floor': 7}",home
4467,curtain,screen,"{'curtain': 24, 'screen': 1}",home
4468,table,desk,"{'table': 30, 'desk': 4}",home
4507,train,,{'train': 34},vehicles
4515,train,,{'train': 35},vehicles
4518,bridge,,{'bridge': 28},buildings
4519,bird,duck,"{'bird': 21, 'duck': 8, 'goose': 2}",animals_plants
4525,bed,mattress,"{'bed': 29, 'bedspread': 2, 'mattress': 2}",home
4526,car,,{'car': 33},vehicles
4533,bridge,aqueducts,"{'bridge': 31, 'aqueducts': 3, 'aqueduct': 2}",buildings
4534,bridge,,{'bridge': 32},buildings
4549,carpet,floor,"{'carpet': 17, 'floor': 9, 'rug': 5}",home
4575,bed,bed sheet,"{'bed': 28, 'bed sheet': 2}",home
4598,house,building,"{'house': 16, 'building': 15}",buildings
4601,car,automobile,"{'car': 27, 'automobile': 1}",vehicles
4619,table,desk,"{'table': 32, 'desk': 4}",home
4620,rug,carpet,"{'rug': 28, 'carpet': 2}",home
4636,couch,sofa,"{'couch': 20, 'sofa': 11, 'chair': 3, 'seat': 1}",home
4640,cabinet,closet,"{'cabinet': 10, 'closet': 9, 'wardrobe': 4, 'door': 3, 'dresser': 3, 'cupboard': 2}",home
4648,couch,sofa,"{'couch': 24, 'sofa': 10, 'bench': 2}",home
4662,counter,table,"{'counter': 16, 'table': 8, 'countertop': 3, 'kitchen': 2}",home
4692,house,,{'house': 31},buildings
4701,house,building,"{'house': 30, 'home': 2, 'building': 2}",buildings
4703,house,building,"{'house': 29, 'building': 5}",buildings
4711,house,building,"{'house': 34, 'building': 1}",buildings
4717,house,,{'house': 35},buildings
4724,house,building,"{'house': 30, 'building': 3, 'home': 1}",buildings
4725,house,building,"{'house': 32, 'home': 2, 'building': 2}",buildings
4728,house,home,"{'house': 27, 'home': 2, 'building': 1}",buildings
4729,house,building,"{'house': 32, 'building': 2, 'home': 1}",buildings
4733,shed,building,"{'shed': 11, 'building': 10, 'house': 7, 'cabin': 4, 'hut': 3}",buildings
4734,house,building,"{'house': 31, 'building': 1}",buildings
4737,house,hut,"{'house': 20, 'hut': 9, 'home': 1, 'dwelling': 1}",buildings
4738,house,building,"{'house': 29, 'building': 2, 'home': 1}",buildings
4744,house,building,"{'house': 30, 'building': 3, 'home': 1}",buildings
4747,house,home,"{'house': 31, 'home': 2}",buildings
4752,house,building,"{'house': 26, 'building': 3, 'abode': 1}",buildings
4755,house,home,"{'house': 26, 'home': 2}",buildings
4759,house,home,"{'house': 32, 'building': 1, 'home': 1}",buildings
4766,house,building,"{'house': 26, 'building': 2, 'home': 1}",buildings
4771,house,home,"{'house': 33, 'home': 1}",buildings
4772,hut,house,"{'hut': 13, 'house': 12, 'cabin': 3, 'building': 2, 'shack': 1}",buildings
4813,butterfly,broach,"{'butterfly': 27, 'pin': 2, 'broach': 2, 'jewelry': 2}",animals_plants
4820,bowl,,{'bowl': 17},home
4823,table,tablecloth,"{'table': 25, 'tablecloth': 2}",home
4837,bowl,dish,"{'bowl': 22, 'dish': 1}",home
4873,cabinets,cabinet,"{'cabinets': 8, 'cabinet': 8, 'cupboard': 4, 'door': 3, 'furniture': 1}",home
4881,bed,,{'bed': 35},home
4884,chair,,{'chair': 33},home
4893,counter,countertop,"{'counter': 23, 'countertop': 6, 'table': 2}",home
4901,bed,,{'bed': 34},home
4904,bed,,{'bed': 36},home
4905,bed,,{'bed': 35},home
4906,floor,rug,"{'floor': 13, 'carpet': 4, 'rug': 4}",home
4911,carpet,floor,"{'carpet': 19, 'floor': 11, 'rug': 1}",home
4912,bed,furniture,"{'bed': 30, 'furniture': 2, 'bed sheet': 2}",home
4913,bed,,{'bed': 33},home
4917,bed,,{'bed': 32},home
4920,bed,,{'bed': 35},home
4922,carpet,floor,"{'carpet': 13, 'floor': 10, 'rug': 3}",home
4925,counter,table,"{'counter': 14, 'table': 4, 'bar': 3, 'island': 2, 'countertop': 2}",home
4954,shirt,t-shirt,"{'shirt': 30, 't-shirt': 5}",clothing
4957,stingray,fish,"{'stingray': 19, 'fish': 9, 'ray': 3}",animals_plants
4960,table,,{'table': 33},home
4961,couch,sofa,"{'couch': 19, 'sofa': 3, 'bed': 1}",home
4963,man,prisoner,"{'man': 14, 'prisoner': 9, 'person': 3}",people
4969,boy,man,"{'boy': 20, 'child': 3, 'man': 3, 'kid': 2, 'teen': 2}",people
4990,boat,sailboat,"{'boat': 17, 'sailboat': 16, 'ship': 2}",vehicles
4991,bookshelf,bookcase,"{'bookshelf': 18, 'bookcase': 5, 'shelf': 5}",home
4992,desk,table,"{'desk': 22, 'table': 9}",home
4993,desk,table,"{'desk': 28, 'table': 3}",home
61524,shirt,jersey,"{'shirt': 17, 'jersey': 12, 't-shirt': 2, 'dress': 1}",clothing
61528,giraffe,,{'giraffe': 29},animals_plants
61533,woman,tennis player,"{'woman': 17, 'tennis player': 8, 'player': 4, 'athlete': 2}",people
61547,shirt,t-shirt,"{'shirt': 24, 't-shirt': 11, 'dress': 1}",clothing
61555,cow,bull,"{'cow': 28, 'bull': 3, 'cattle': 1}",animals_plants
61557,donut,sign,"{'donut': 18, 'sign': 16}",food
61562,rug,carpet,"{'rug': 24, 'carpet': 8}",home
61566,motorcycle,bike,"{'motorcycle': 27, 'bike': 6, 'motorbike': 1}",vehicles
61586,umpire,man,"{'umpire': 16, 'man': 10, 'player': 2}",people
61588,boat,ship,"{'boat': 31, 'ship': 4}",vehicles
61590,boy,snowboarder,"{'boy': 11, 'snowboarder': 8, 'man': 3, 'child': 3, 'person': 2}",people
61604,jacket,suit,"{'jacket': 16, 'suit': 4, 'coat': 1}",clothing
61605,dog,cat,"{'dog': 30, 'cat': 3, 'pug': 2}",animals_plants
61606,couch,sofa,"{'couch': 23, 'sofa': 11}",home
107902,woman,girl,"{'woman': 16, 'girl': 10, 'person': 4}",people
107923,vase,,{'vase': 32},home
107925,dress,shirt,"{'dress': 30, 'shirt': 5}",clothing
107928,giraffe,,{'giraffe': 36},animals_plants
107933,man,gamer,"{'man': 30, 'gamer': 3, 'person': 2}",people
107935,train,locomotive,"{'train': 30, 'locomotive': 3}",vehicles
107939,zebra,,{'zebra': 34},animals_plants
107947,train,,{'train': 36},vehicles
107955,woman,person,"{'woman': 26, 'person': 2}",people
107967,truck,,{'truck': 26},vehicles
107973,train,,{'train': 33},vehicles
107983,bench,,{'bench': 34},home
107987,boat,,{'boat': 35},vehicles
107989,jacket,coat,"{'jacket': 29, 'coat': 2}",clothing
107990,giraffe,,{'giraffe': 33},animals_plants
107996,shirt,sweater,"{'shirt': 23, 'sweater': 5, 'dress': 1}",clothing
150263,zebra,,{'zebra': 27},animals_plants
150264,bench,chair,"{'bench': 33, 'chair': 2}",home
150268,woman,person,"{'woman': 24, 'person': 3}",people
150279,horse,,{'horse': 27},animals_plants
150293,plane,airplane,"{'plane': 17, 'airplane': 16}",vehicles
150305,cabinet,desk,"{'cabinet': 14, 'desk': 6, 'table': 5, 'entertainment center': 2, 'cupboard': 2}",home
150336,woman,girl,"{'woman': 18, 'girl': 6, 'person': 3}",people
150339,counter,desk,"{'counter': 16, 'desk': 7, 'table': 6, 'furniture': 1}",home
150350,table,,{'table': 30},home
150351,airplane,plane,"{'airplane': 19, 'plane': 16}",vehicles
150355,car,taxi,"{'car': 32, 'taxi': 4}",vehicles
150357,giraffe,,{'giraffe': 32},animals_plants
150372,building,house,"{'building': 29, 'house': 2}",buildings
150379,airplane,plane,"{'airplane': 14, 'plane': 9, 'engine': 2}",vehicles
150386,bus,van,"{'bus': 13, 'van': 12, 'car': 3, 'truck': 2, 'automobile': 1}",vehicles
150393,truck,van,"{'truck': 24, 'van': 6, 'food truck': 2}",vehicles
150394,table,,{'table': 33},home
150402,counter,table,"{'counter': 19, 'table': 4, 'countertop': 2, 'bar': 2}",home
150403,boat,,{'boat': 32},vehicles
150411,man,person,"{'man': 20, 'person': 7, 'chef': 2, 'human': 1}",people
150412,woman,person,"{'woman': 24, 'person': 4, 'girl': 3}",people
150418,horse,,{'horse': 34},animals_plants
150437,woman,,{'woman': 30},people
150443,cow,,{'cow': 32},animals_plants
150446,rug,carpet,"{'rug': 16, 'carpet': 9, 'floor': 6}",home
150448,motorcycle,bike,"{'motorcycle': 26, 'bike': 4, 'motorbike': 1}",vehicles
150449,table,desk,"{'table': 24, 'desk': 5}",home
150464,building,garage,"{'building': 17, 'garage': 3, 'business': 1}",buildings
150468,truck,car,"{'truck': 29, 'car': 3}",vehicles
150474,skater,man,"{'skater': 12, 'man': 11, 'skateboarder': 10}",people
150489,airplane,plane,"{'airplane': 18, 'plane': 13, 'jet': 2}",vehicles
150497,truck,car,"{'truck': 25, 'car': 2, 'pickup truck': 2, 'jeep': 2}",vehicles
150504,couch,sofa,"{'couch': 28, 'sofa': 7}",home
150505,couch,sofa,"{'couch': 26, 'sofa': 7}",home
150509,woman,person,"{'woman': 30, 'person': 3}",people
150510,table,tinning table,"{'table': 30, 'tinning table': 2}",home
150511,raft,boat,"{'raft': 24, 'boat': 6}",vehicles
150516,train,,{'train': 35},vehicles
150523,airplane,plane,"{'airplane': 19, 'plane': 12}",vehicles
150542,train,,{'train': 35},vehicles
150546,boat,ship,"{'boat': 31, 'ship': 5}",vehicles
285612,skier,man,"{'skier': 19, 'man': 8, 'athlete': 1}",people
285634,bathtub,tub,"{'bathtub': 22, 'tub': 11}",home
285635,train,,{'train': 34},vehicles
285636,train,engine,"{'train': 29, 'engine': 3, 'locomotive': 2}",vehicles
285652,pizza,food,"{'pizza': 30, 'food': 2}",food
285654,man,person,"{'man': 21, 'person': 3}",people
285671,giraffe,,{'giraffe': 35},animals_plants
285683,sandwich,burger,"{'sandwich': 14, 'burger': 10, 'food': 7, 'hamburger': 4}",food
285685,car,toy car,"{'car': 23, 'toy car': 5, 'toy': 3}",vehicles
285686,woman,person,"{'woman': 25, 'person': 2, 'lady': 2}",people
285700,shed,building,"{'shed': 16, 'building': 4, 'barn': 3, 'shelter': 2}",buildings
285701,woman,girl,"{'woman': 16, 'girl': 8, 'person': 6, 'skater': 2}",people
285721,woman,person,"{'woman': 28, 'person': 3, 'lady': 2}",people
285722,boy,child,"{'boy': 18, 'child': 7, 'kid': 5, 'person': 2}",people
285725,cat,,{'cat': 36},animals_plants
285727,train,,{'train': 35},vehicles
285729,rug,carpet,"{'rug': 22, 'carpet': 3, 'floor': 2}",home
285733,giraffe,,{'giraffe': 35},animals_plants
285735,couch,sofa,"{'couch': 22, 'sofa': 7}",home
285748,shirt,dress,"{'shirt': 19, 'dress': 2}",clothing
285750,airplane,plane,"{'airplane': 18, 'plane': 16}",vehicles
285754,motorcycle,bike,"{'motorcycle': 31, 'bike': 4}",vehicles
285755,train,,{'train': 35},vehicles
285768,dress,,{'dress': 29},clothing
285781,child,girl,"{'child': 12, 'boy': 5, 'girl': 5, 'kid': 3, 'person': 1}",people
285782,ship,boat,"{'ship': 16, 'boat': 8, 'cruise ship': 2}",vehicles
285800,bird,seagull,"{'bird': 24, 'seagull': 8}",animals_plants
285813,bed,,{'bed': 31},home
285832,motorcycle,bike,"{'motorcycle': 31, 'bike': 3, 'motorbike': 1}",vehicles
285839,carpet,rug,"{'carpet': 15, 'rug': 13, 'floor': 3}",home
285850,woman,girl,"{'woman': 22, 'girl': 2, 'person': 2, 'lady': 2}",people
285852,counter,table,"{'counter': 28, 'table': 1}",home
285853,man,person,"{'man': 30, 'person': 1}",people
285864,cat,dog,"{'cat': 25, 'dog': 5, 'animal': 2}",animals_plants
285868,jacket,shirt,"{'jacket': 11, 'shirt': 7, 'sweatshirt': 6, 'hoodie': 3}",clothing
285887,train,,{'train': 35},vehicles
285906,bench,chair,"{'bench': 34, 'chair': 2}",home
285908,dog,,{'dog': 34},animals_plants
285917,butterfly,insect,"{'butterfly': 31, 'moth': 2, 'insect': 2}",animals_plants
285941,bench,chair,"{'bench': 27, 'chair': 2}",home
285965,couch,sofa,"{'couch': 21, 'sofa': 11, 'furniture': 2}",home
285966,rug,carpet,"{'rug': 13, 'carpet': 10, 'floor': 6}",home
285972,truck,tanker,"{'truck': 24, 'tanker': 3, 'semi truck': 2}",vehicles
286025,boat,,{'boat': 34},vehicles
286036,shirt,t-shirt,"{'shirt': 23, 't-shirt': 9, 'man': 2}",clothing
286039,house,building,"{'house': 29, 'building': 6}",buildings
286062,man,person,"{'man': 25, 'person': 2, 'human': 1, 'male': 1}",people
286075,child,boy,"{'child': 18, 'boy': 8, 'girl': 2, 'kid': 1}",people
286082,horse,,{'horse': 33},animals_plants
286084,truck,,{'truck': 29},vehicles
286087,table,counter,"{'table': 21, 'desk': 4, 'counter': 4, 'bench': 3}",home
286099,dog,,{'dog': 31},animals_plants
497913,dog,,{'dog': 35},animals_plants
497916,van,truck,"{'van': 12, 'truck': 7, 'vehicle': 5, 'car': 3}",vehicles
497917,house,porch,"{'house': 22, 'building': 3, 'porch': 3}",buildings
497927,desk,table,"{'desk': 26, 'table': 6}",home
497970,airplane,plane,"{'airplane': 21, 'plane': 13}",vehicles
497979,car,,{'car': 34},vehicles
497997,table,counter,"{'table': 20, 'counter': 3}",home
498007,table,desk,"{'table': 14, 'desk': 11}",home
498012,table,picnic table,"{'table': 28, 'picnic table': 3}",home
498015,truck,dump truck,"{'truck': 24, 'dump truck': 3}",vehicles
498017,boat,ship,"{'boat': 22, 'ship': 12}",vehicles
498018,woman,person,"{'woman': 23, 'person': 4}",people
498019,couch,sofa,"{'couch': 26, 'sofa': 6}",home
498025,table,,{'table': 29},home
498056,boat,ship,"{'boat': 28, 'ship': 8}",vehicles
498074,bridge,,{'bridge': 34},buildings
498102,woman,person,"{'woman': 27, 'person': 3}",people
498114,airplane,plane,"{'airplane': 23, 'plane': 12}",vehicles
498123,van,car,"{'van': 25, 'car': 4, 'vehicle': 2, 'bus': 2}",vehicles
498133,table,,{'table': 27},home
498144,jacket,coat,"{'jacket': 13, 'coat': 13, 'dress': 2}",clothing
498147,train,train cars,"{'train': 32, 'train cars': 2}",vehicles
498148,rug,floor,"{'rug': 22, 'floor': 6, 'carpet': 1}",home
498159,curtain,drape,"{'curtain': 23, 'drape': 3, 'screen': 2}",home
498164,desk,table,"{'desk': 27, 'table': 2}",home
498173,shirt,,{'shirt': 25},clothing
498180,airplane,plane,"{'airplane': 22, 'plane': 12, 'jet': 2}",vehicles
498197,desk,table,"{'desk': 26, 'table': 2}",home
498222,bed,sleeping bag,"{'bed': 12, 'sleeping bag': 9, 'blanket': 7, 'bed sheet': 5}",home
498223,child,boy,"{'child': 14, 'boy': 11, 'baby': 4, 'person': 2, 'toddler': 2, 'kid': 1}",people
498224,jacket,suit,"{'jacket': 17, 'suit': 10, 'blazer': 2, 'coat': 1}",clothing
498234,train,,{'train': 35},vehicles
498263,sink,vanity,"{'sink': 18, 'counter': 4, 'vanity': 4, 'washbasin': 3}",home
498271,chair,furniture,"{'chair': 32, 'furniture': 2}",home
498274,van,truck,"{'van': 20, 'truck': 10, 'vehicle': 2, 'ice cream truck': 2}",vehicles
498275,desk,table,"{'desk': 18, 'table': 4}",home
498292,boat,ship,"{'boat': 31, 'ship': 2}",vehicles
498298,woman,,{'woman': 25},people
498334,shirt,t-shirt,"{'shirt': 28, 't-shirt': 4}",clothing
498344,man,diver,"{'man': 19, 'diver': 9, 'person': 2}",people
498348,car,automobile,"{'car': 33, 'automobile': 2}",vehicles
498373,horse,,{'horse': 33},animals_plants
498375,woman,person,"{'woman': 24, 'person': 2}",people
498376,boat,,{'boat': 33},vehicles
498381,horse,,{'horse': 31},animals_plants
498382,desk,table,"{'desk': 27, 'table': 2}",home
498399,man,person,"{'man': 26, 'person': 2, 'human': 1, 'male': 1}",people
498403,garage,building,"{'garage': 16, 'building': 7, 'shop': 3, 'sheds': 2}",buildings
712964,boat,,{'boat': 33},vehicles
712965,train,,{'train': 35},vehicles
712975,boat,ship,"{'boat': 33, 'ship': 2}",vehicles
712981,child,person,"{'child': 12, 'person': 5, 'kid': 3, 'boy': 2, 'man': 2}",people
712982,plane,airplane,"{'plane': 18, 'airplane': 17}",vehicles
712987,person,skier,"{'skier': 7, 'person': 7, 'woman': 5, 'men': 2, 'human': 2, 'jacket': 2}",people
712989,bed,,{'bed': 31},home
713004,skateboarder,boy,"{'boy': 11, 'skateboarder': 11, 'person': 5, 'kid': 2, 'skater': 2, 'child': 2}",people
713012,woman,,{'woman': 30},people
713019,plane,airplane,"{'plane': 18, 'airplane': 16}",vehicles
713022,girl,child,"{'girl': 16, 'child': 6, 'skier': 5, 'person': 2}",people
713023,man,potter,"{'man': 22, 'potter': 4, 'artist': 2, 'person': 2, 'human': 1}",people
713032,airplane,plane,"{'airplane': 16, 'plane': 15}",vehicles
713033,shirt,polo,"{'shirt': 28, 'polo': 3}",clothing
713039,catcher,man,"{'catcher': 16, 'man': 5, 'person': 3, 'baseball player': 3}",people
713040,table,,{'table': 33},home
713046,man,person,"{'man': 20, 'person': 4, 'teen': 2}",people
713048,boat,,{'boat': 26},vehicles
713061,boat,ship,"{'boat': 27, 'ship': 9}",vehicles
713062,truck,van,"{'truck': 23, 'van': 3}",vehicles
713063,train,,{'train': 35},vehicles
713064,blanket,poncho,"{'blanket': 10, 'poncho': 4, 'towel': 3, 'cloth': 2, 'robe': 2, 'clothing': 2, 'cover': 1}",home
713073,bench,chair,"{'bench': 32, 'chair': 2}",home
713081,train,trolley,"{'train': 16, 'trolley': 12, 'tram': 4}",vehicles
713082,man,groom,"{'man': 28, 'groom': 3}",people
713087,boat,,{'boat': 34},vehicles
713089,girl,child,"{'girl': 24, 'child': 6}",people
713091,woman,man,"{'woman': 12, 'person': 7, 'man': 7, 'human': 2}",people
713101,car,vehicle,"{'car': 32, 'vehicle': 2}",vehicles
713104,counter,workbench,"{'counter': 8, 'table': 6, 'workbench': 6, 'bench': 3}",home
713106,plane,airplane,"{'plane': 20, 'airplane': 13}",vehicles
713107,girl,child,"{'girl': 20, 'child': 8, 'woman': 1}",people
713143,counter,cabinets,"{'counter': 15, 'cabinets': 5}",home
713144,snowboarder,person,"{'snowboarder': 10, 'person': 7, 'boy': 6, 'man': 4, 'skater': 2, 'woman': 2}",people
713150,train,,{'train': 32},vehicles
713188,woman,surfer,"{'woman': 25, 'surfer': 4, 'person': 2, 'lady': 2}",people
713191,man,person,"{'man': 27, 'person': 1}",people
713196,jacket,coat,"{'jacket': 25, 'coat': 5}",clothing
713197,desk,table,"{'desk': 20, 'table': 8}",home
713198,bed,,{'bed': 33},home
713224,child,boy,"{'child': 13, 'boy': 9, 'girl': 2, 'kid': 2, 'person': 1}",people
713227,couch,sofa,"{'couch': 27, 'sofa': 7, 'seat': 1}",home
713231,child,boy,"{'child': 13, 'boy': 8, 'kid': 5, 'girl': 5, 'person': 1}",people
713237,horse,,{'horse': 26},animals_plants
713238,woman,girl,"{'woman': 18, 'girl': 4, 'athlete': 2, 'female': 2, 'person': 2}",people
713241,boat,,{'boat': 34},vehicles
713250,man,person,"{'man': 31, 'person': 2}",people
713251,bridge,,{'bridge': 34},buildings
713252,man,person,"{'man': 23, 'person': 2, 'male': 1}",people
